transaction_date,branch_name,region,branch_size,product_category,total_revenue_sar,number_of_transactions,average_basket_sar,payment_method,customer_satisfaction_score
25-11-2025,Unaizah,Qassim,Small,Cleaning Supplies,2424.1,50,48.48,Mada,3.3
11-07-2024,Riyadh West,Riyadh,Large,,10752.03,105,102.4,STC Pay,3.3
19-03-2024,Al Khobar,Eastern Province,Large,Dairy,10130.77,136,74.49,Mada,4.1
27-10-2024,Riyadh North,Riyadh,Large,Toys,14242.77,175,81.39,Mada,3.5
30-03-2025,Tabuk Central,Tabuk,Medium,Electronics,17156.24,,149.18,Cash,4.0
22-10-2025,Buraidah Central,Qassim,Medium,Personal Care,5034.94,56,89.91,Apple Pay,3.1
30-08-2025,Al Bahah Central,Al Bahah,Small,Household,3817.47,,76.35,Mada,2.8
24-06-2024,Dhahran,Eastern Province,XLarge,Bakery,13587.52,171,79.46,Mada,3.6
31-05-2024,Riyadh South,Riyadh,Large,Beverages,10229.6,104,98.36,STC Pay,3.7
09-05-2026,Jeddah East,Makkah,Large,Cleaning Supplies,13298.37,190,69.99,Mada,3.5
12-02-2024,Hittin,Riyadh,XLarge,Personal Care,18845.72,193,97.65,,4.2
18-12-2024,Jubail,Eastern Province,Large,Beverages,8532.97,119,71.71,Visa,4.4
26-01-2024,Hittin,Riyadh,XLarge,Beverages,18061.93,182,99.24,Mada,4.0
03-06-2025,Unaizah,Qassim,Small,Toys,1870.37,50,37.41,Mada,3.6
29-03-2026,Jeddah North,Makkah,XLarge,Cleaning Supplies,21721.46,272,79.86,Mastercard,3.9
25-11-2025,Makkah City,Makkah,Large,Dairy,9513.76,114,83.45,Apple Pay,2.9
31-12-2024,Hail Central,Hail,,,,50,56.19,Visa,3.8
19-07-2024,Dammam Central,Eastern Province,Large,Household,9410.58,92,102.29,Mastercard,4.7
08-06-2025,Al Malaz,Riyadh,Large,Beverages,10787.35,132,,Visa,4.4
31-05-2024,Bisha,Asir,Medium,Beverages,,71,89.76,Cash,4.0
25-12-2024,Hafuf,Eastern Province,Medium,Beverages,4853.3,58,83.68,Mada,4.3
02-04-2026,Tabuk Central,Tabuk,Medium,Fresh Produce,6115.23,74,82.64,STC Pay,3.4
22-05-2024,Tabuk Central,Tabuk,Medium,Personal Care,5894.65,53,111.22,Mada,4.3
08-03-2024,Qatif,Eastern Province,XLarge,Personal Care,28981.75,289,100.28,Cash,4.0
28-02-2025,Dammam Central,Eastern Province,Large,Beverages,8685.09,104,83.51,STC Pay,4.0
21-07-2025,Al Khobar,Eastern Province,Large,Snacks & Confectionery,7629.43,85,89.76,Visa,4.5
26-07-2025,Al Bahah Central,Al Bahah,Small,Bakery,2873.79,50,57.48,Mada,3.4
07-05-2024,Najran Central,Najran,Medium,Cleaning Supplies,4341.28,53,81.91,Mada,4.3
30-01-2024,Madinah North,Madinah,Large,Dairy,6364.21,95,66.99,Cash,3.8
21-09-2024,Al Wajh,Tabuk,Medium,Beverages,7541.81,95,79.39,Cash,3.3
20-01-2026,Al Jawf Central,Al Jawf,Small,Snacks & Confectionery,1949.43,50,38.99,Cash,3.3
31-12-2024,Makkah City,Makkah,Large,Dairy,7932.38,95,83.5,STC Pay,4.5
19-02-2024,Hafuf,Eastern Province,Medium,Household,4174.24,50,83.48,Visa,3.8
05-09-2025,Al Olaya,Riyadh,Large,Household,15616.27,179,87.24,Apple Pay,3.5
04-10-2024,Dhahran,Eastern Province,XLarge,Toys,25856.06,228,113.4,Visa,4.0
15-10-2024,Buraidah Central,Qassim,,Beverages,4501.09,50,90.02,STC Pay,3.7
11-08-2024,Al Olaya,Riyadh,Large,Bakery,8676.23,101,85.9,STC Pay,3.2
16-05-2026,Buraidah Central,Qassim,Medium,Household,8023.21,88,91.17,Cash,3.3
19-03-2024,Arar Central,Northern Borders,Small,Fresh Produce,,50,52.36,Mada,3.5
03-09-2025,Hail Central,Hail,Small,Baby Products,2615.05,50,52.3,Mada,3.4
15-08-2024,Hittin,Riyadh,XLarge,Toys,14074.55,159,,Mada,4.3
08-12-2025,Al Wajh,Tabuk,Medium,Fresh Produce,6174.07,55,112.26,Mada,4.9
13-02-2024,Al Wajh,Tabuk,,Electronics,5300.34,50,106.01,Visa,2.9
08-03-2024,Riyadh East,Riyadh,Large,Electronics,16773.66,108,155.31,Cash,4.0
24-08-2025,Al Rawdah,Makkah,Large,Fresh Produce,15531.65,,95.87,Cash,4.3
26-12-2024,Hafuf,Eastern Province,Medium,Household,5495.1,59,93.14,Mada,3.0
11-04-2024,Riyadh West,Riyadh,Large,,14053.84,161,87.29,Mastercard,4.0
05-01-2024,Unaizah,Qassim,Small,Fresh Produce,3370.5,50,67.41,Visa,3.5
10-01-2025,Najran Central,Najran,Medium,Fresh Produce,6689.87,79,84.68,Cash,4.4
07-08-2024,Al Wajh,Tabuk,Medium,Meat & Poultry,5828.31,58,100.49,Mada,
22-04-2024,Arar Central,Northern Borders,Small,Beverages,2394.89,50,47.9,Mada,3.6
28-04-2024,Al Bahah Central,Al Bahah,Small,Beverages,3269.54,50,65.39,Mastercard,3.4
19-08-2024,Hail Central,Hail,Small,Dairy,1816.82,50,36.34,Mada,4.3
26-11-2025,Najran Central,Najran,Medium,Electronics,7352.06,60,122.53,Mastercard,4.1
24-03-2025,Bisha,Asir,Medium,Clothing,9264.0,68,136.24,Mada,3.4
07-03-2024,Jeddah South,Makkah,Large,Fresh Produce,9950.49,97,102.58,Apple Pay,2.8
05-05-2024,Bisha,Asir,,Beverages,5317.86,62,85.77,Apple Pay,3.9
30-12-2024,Bisha,Asir,Medium,Personal Care,5636.96,57,98.89,Mada,3.3
30-05-2024,Dammam Central,Eastern Province,Large,Fresh Produce,11109.95,111,100.09,Mada,3.7
25-01-2026,Al Olaya,Riyadh,Large,Electronics,14031.35,115,122.01,Tabby,3.6
11-09-2025,Khamis Mushait,Asir,Small,Fresh Produce,2561.72,50,51.23,Cash,4.2
22-03-2026,Al Bahah Central,Al Bahah,Small,Dairy,2817.67,50,56.35,Visa,3.9
17-12-2024,Unaizah,Qassim,Small,Household,3225.49,50,64.51,Apple Pay,4.4
27-01-2025,Hittin,Riyadh,XLarge,Snacks & Confectionery,,157,84.14,Cash,4.0
24-07-2025,Jeddah East,Makkah,Large,Frozen Foods,9984.12,130,76.8,Mada,3.5
14-05-2025,Khamis Mushait,Asir,Small,Household,2668.07,50,53.36,Visa,3.7
08-08-2025,Unaizah,Qassim,Small,Household,2937.81,50,58.76,Cash,3.6
23-09-2025,Khamis Mushait,Asir,Small,Frozen Foods,2317.15,50,46.34,Cash,4.1
11-05-2024,Riyadh East,Riyadh,Large,Meat & Poultry,19920.25,198,100.61,Cash,4.1
14-03-2025,Al Olaya,Riyadh,Large,Meat & Poultry,21117.54,180,117.32,Mastercard,3.6
28-08-2024,Madinah North,Madinah,Large,Personal Care,10484.95,128,81.91,Cash,3.7
05-07-2025,Riyadh North,Riyadh,Large,Beverages,11446.51,154,74.33,Visa,4.1
30-09-2024,Tabuk Central,Tabuk,Medium,Beverages,3299.89,50,66.0,Mada,3.5
07-04-2026,Al Olaya,Riyadh,Large,Toys,11921.66,110,108.38,Mada,3.6
19-06-2024,Qatif,Eastern Province,,Meat & Poultry,19390.93,171,113.4,,4.4
07-08-2024,Unaizah,Qassim,Small,Electronics,2691.45,50,53.83,Mada,3.0
01-10-2025,Madinah Central,Madinah,Small,Fresh Produce,,50,52.55,Cash,3.5
01-05-2025,Buraidah Central,Qassim,,Meat & Poultry,5866.61,50,117.33,Apple Pay,
03-04-2026,Al Jawf Central,Al Jawf,Small,Clothing,3872.07,50,77.44,Mada,3.6
20-01-2024,Jeddah East,Makkah,Large,Household,16388.64,143,,Mada,4.3
01-10-2024,Arar Central,Northern Borders,Small,Household,3118.04,50,62.36,Apple Pay,3.1
18-06-2025,Riyadh South,Riyadh,,Beverages,6910.81,72,95.98,Mastercard,4.0
14-05-2026,Dhahran,Eastern Province,XLarge,Dairy,14287.86,202,70.73,Cash,4.1
23-10-2025,Al Khobar,Eastern Province,Large,Toys,9268.17,87,106.53,Mada,4.2
15-07-2024,Jeddah North,Makkah,XLarge,Snacks & Confectionery,9814.02,110,89.22,Mada,4.4
25-07-2024,Riyadh East,Riyadh,Large,Fresh Produce,7687.09,77,99.83,Apple Pay,3.8
21-10-2025,Jeddah East,Makkah,Large,,13796.58,130,106.13,Cash,3.9
06-03-2024,Dhahran,Eastern Province,XLarge,Meat & Poultry,25890.12,222,116.62,Mastercard,3.9
10-02-2025,Al Malaz,Riyadh,Large,Frozen Foods,9964.68,96,103.8,,3.7
11-11-2025,Buraidah Central,Qassim,Medium,Baby Products,7354.3,82,89.69,Mada,2.9
31-08-2024,Al Malaz,Riyadh,Large,Frozen Foods,14219.07,149,95.43,Apple Pay,3.7
09-03-2025,Madinah North,Madinah,Large,Fresh Produce,17383.14,171,101.66,Mada,3.1
17-09-2024,Tabuk Central,Tabuk,Medium,,8405.62,65,129.32,Mastercard,4.2
30-11-2025,Najran Central,Najran,Medium,Dairy,5844.24,81,72.15,Cash,4.1
02-01-2026,Najran Central,Najran,Medium,Dairy,4993.63,66,75.66,STC Pay,4.4
08-12-2025,Riyadh South,Riyadh,Large,Clothing,16453.84,128,128.55,Mada,
11-04-2026,Abha Central,Asir,Small,Household,4868.15,50,97.36,Mada,4.6
04-11-2024,Al Anbariyah,Madinah,Large,Snacks & Confectionery,7152.63,77,92.89,Mada,3.9
25-03-2025,Jeddah South,Makkah,Large,Cleaning Supplies,13377.8,189,70.78,Mada,4.6
27-04-2025,Al Bahah Central,Al Bahah,Small,Cleaning Supplies,3604.59,50,72.09,Mada,3.8
24-04-2026,Al Olaya,Riyadh,Large,Dairy,,111,97.26,Mada,3.7
09-04-2025,Jubail,Eastern Province,Large,Frozen Foods,12555.67,150,83.7,Mada,3.3
21-03-2026,Hail Central,Hail,Small,Electronics,5418.2,50,108.36,Mada,3.4
12-06-2025,Madinah North,Madinah,Large,Frozen Foods,10028.52,120,83.57,Cash,3.7
22-03-2026,Tabuk Central,Tabuk,Medium,Beverages,8478.84,114,74.38,Cash,4.0
29-03-2026,Jubail,Eastern Province,Large,Fresh Produce,12471.87,131,95.21,Mada,4.3
04-05-2026,Khamis Mushait,Asir,,,1996.77,50,39.94,STC Pay,3.3
18-04-2025,Al Malaz,Riyadh,Large,Toys,13139.11,119,110.41,Mada,3.4
06-09-2025,Al Wajh,Tabuk,Medium,Fresh Produce,6510.6,68,95.74,STC Pay,4.3
02-03-2026,Al Wajh,Tabuk,Medium,Beverages,5716.97,71,80.52,Cash,4.2
14-07-2024,Al Rawdah,Makkah,Large,Snacks & Confectionery,13975.73,154,90.75,Mastercard,3.5
06-09-2025,Al Rawdah,Makkah,Large,Snacks & Confectionery,11217.47,149,75.29,Mada,4.1
22-02-2025,Jeddah East,Makkah,Large,Electronics,21852.34,200,109.26,Mada,3.5
28-03-2024,Arar Central,Northern Borders,Small,Fresh Produce,2623.18,50,52.46,Mastercard,3.7
31-12-2025,Al Rawdah,Makkah,Large,Beverages,9862.67,120,,Cash,3.7
27-04-2025,Madinah North,Madinah,Large,Baby Products,22960.01,257,89.34,Tabby,3.8
06-01-2024,Riyadh East,Riyadh,Large,Personal Care,12643.85,122,103.64,Mada,3.1
17-08-2025,Riyadh East,Riyadh,Large,Fresh Produce,10581.66,117,90.44,Mada,4.6
15-05-2024,Arar Central,Northern Borders,Small,Toys,1731.3,50,34.63,Mada,3.2
04-05-2026,Al Bahah Central,Al Bahah,Small,Meat & Poultry,2142.58,50,42.85,STC Pay,4.6
19-09-2025,Al Anbariyah,Madinah,Large,Cleaning Supplies,12623.66,162,77.92,Mada,4.1
21-02-2026,Al Bahah Central,Al Bahah,Small,Household,4122.99,50,,Visa,4.2
24-02-2024,Hail Central,Hail,Small,Electronics,3596.65,50,71.93,Mada,3.8
21-05-2025,Hittin,Riyadh,XLarge,Meat & Poultry,14529.51,143,101.6,Mada,4.4
25-04-2024,Al Bahah Central,Al Bahah,Small,Snacks & Confectionery,3029.28,50,60.59,Cash,3.8
06-02-2026,Jeddah South,Makkah,Large,Dairy,9947.92,143,69.57,Visa,3.6
22-06-2025,Riyadh Central,Riyadh,Large,,13841.49,179,77.33,Mada,3.6
27-01-2024,Qatif,Eastern Province,XLarge,,24410.4,197,123.91,Mada,4.0
07-05-2026,Al Olaya,Riyadh,Large,Electronics,12701.65,96,132.31,Mastercard,3.2
31-08-2025,Dammam Central,Eastern Province,Large,Dairy,12323.6,125,98.59,Visa,3.9
28-11-2024,Hail Central,Hail,Small,Baby Products,,50,74.38,Apple Pay,4.1
26-11-2024,Al Khobar,Eastern Province,Large,Frozen Foods,11816.25,136,86.88,Visa,4.4
12-02-2025,Al Malaz,Riyadh,Large,Bakery,6310.29,93,67.85,Mada,4.1
09-03-2026,Khamis Mushait,Asir,Small,Clothing,2658.5,50,53.17,,3.6
17-05-2025,Dhahran,Eastern Province,XLarge,Frozen Foods,26874.34,356,75.49,STC Pay,3.7
02-05-2026,Al Olaya,Riyadh,Large,Fresh Produce,12821.23,139,92.24,Mada,3.6
30-07-2025,Dammam Central,Eastern Province,Large,Fresh Produce,9391.15,101,92.98,Mada,4.0
11-02-2024,Al Malaz,Riyadh,Large,Baby Products,14226.91,145,98.12,Visa,4.3
22-05-2025,Jeddah North,Makkah,XLarge,Clothing,21587.87,156,138.38,Mada,
01-06-2024,Dhahran,Eastern Province,XLarge,Toys,29809.72,288,,Mada,4.3
29-10-2024,Al Wajh,Tabuk,Medium,Household,5891.58,68,86.64,,3.4
07-11-2025,Arar Central,Northern Borders,Small,Snacks & Confectionery,3170.46,50,63.41,Visa,3.6
17-01-2024,Al Jawf Central,Al Jawf,Small,Clothing,2130.81,50,42.62,Mada,3.5
17-11-2024,Dhahran,Eastern Province,XLarge,Beverages,,315,79.62,Visa,4.1
15-12-2024,Al Anbariyah,Madinah,Large,Cleaning Supplies,16766.18,188,89.18,Mada,3.8
20-03-2025,Al Olaya,Riyadh,Large,Electronics,,149,153.69,Mada,3.3
16-04-2025,Najran Central,Najran,Medium,Snacks & Confectionery,6006.99,86,69.85,Visa,
08-12-2025,Abha Central,Asir,Small,Toys,2774.96,50,55.5,Mada,3.6
18-05-2024,Makkah City,Makkah,Large,Fresh Produce,10202.46,,112.11,Tabby,4.0
27-10-2025,Jeddah North,Makkah,XLarge,Snacks & Confectionery,12924.17,180,71.8,Visa,3.8
04-11-2024,Al Malaz,Riyadh,Large,Fresh Produce,11519.33,123,93.65,Cash,4.3
11-05-2025,Hail Central,Hail,Small,Snacks & Confectionery,2620.87,50,,Mada,3.2
22-02-2024,Bisha,Asir,Medium,,4310.51,54,79.82,Mada,3.4
07-02-2024,Al Khobar,Eastern Province,Large,Beverages,8178.07,99,82.61,Visa,4.0
25-08-2024,Al Bahah Central,Al Bahah,Small,Household,3619.06,50,72.38,Mada,4.4
29-04-2025,Tabuk Central,Tabuk,Medium,Personal Care,4901.54,54,90.77,Mada,4.1
22-01-2024,Al Wajh,Tabuk,Medium,Frozen Foods,3576.02,50,71.52,Mada,3.3
08-09-2025,Qatif,Eastern Province,,Toys,19693.3,204,96.54,,4.0
02-03-2025,Khamis Mushait,Asir,Small,Clothing,7051.32,67,105.24,Apple Pay,3.8
16-10-2024,Al Rawdah,Makkah,Large,Fresh Produce,11211.27,123,91.15,Mada,3.1
12-09-2025,Jeddah South,Makkah,Large,Snacks & Confectionery,11229.42,161,69.75,Mada,3.8
02-01-2025,Riyadh North,Riyadh,Large,Meat & Poultry,14298.06,112,127.66,Apple Pay,4.3
02-02-2024,Al Jawf Central,Al Jawf,Small,Meat & Poultry,3624.22,50,72.48,Mada,3.2
14-03-2026,Qatif,Eastern Province,XLarge,Electronics,34842.07,308,113.12,Mada,3.8
23-05-2026,Jeddah North,Makkah,XLarge,Household,28973.59,309,93.77,Mastercard,4.4
11-05-2026,Arar Central,Northern Borders,Small,Baby Products,,50,52.71,Visa,3.4
23-04-2026,Al Olaya,Riyadh,Large,Household,14089.49,122,115.49,Cash,3.9
26-12-2025,Al Khobar,Eastern Province,,Household,15318.61,167,91.73,Cash,4.2
08-12-2024,Abha Central,Asir,Small,Fresh Produce,4141.86,,82.84,Tabby,3.6
15-12-2024,Najran Central,Najran,Medium,Fresh Produce,7046.15,,100.66,Mastercard,3.8
04-01-2025,Tabuk Central,Tabuk,Medium,Bakery,6326.4,92,68.77,Visa,3.9
27-02-2025,Al Wajh,Tabuk,Medium,Cleaning Supplies,5021.4,76,66.07,Visa,3.6
31-01-2024,Abha Central,Asir,Small,,1993.19,50,39.86,Visa,
01-03-2026,Bisha,Asir,Medium,Electronics,8603.38,73,117.85,Mastercard,4.0
11-08-2025,Jeddah North,Makkah,XLarge,Clothing,14519.9,137,105.98,Mastercard,3.7
28-11-2025,Bisha,Asir,Medium,Cleaning Supplies,6722.0,93,72.28,,3.8
09-01-2024,Hafuf,Eastern Province,Medium,Cleaning Supplies,4713.96,63,74.82,Cash,3.3
01-10-2025,Unaizah,Qassim,Small,Clothing,,50,68.6,STC Pay,3.9
05-03-2026,Bisha,Asir,Medium,Dairy,4110.56,50,82.21,,3.7
16-06-2025,Makkah City,Makkah,Large,Dairy,9250.29,96,96.36,Visa,3.2
14-12-2024,Buraidah Central,Qassim,,Fresh Produce,9778.31,88,111.12,Apple Pay,3.6
13-01-2026,Dhahran,Eastern Province,XLarge,Household,16427.57,179,91.77,Apple Pay,
04-10-2025,Al Anbariyah,Madinah,Large,Fresh Produce,15317.23,187,81.91,STC Pay,3.3
09-04-2025,Riyadh Central,Riyadh,Large,Bakery,8849.35,129,68.6,Visa,4.0
14-05-2026,Unaizah,Qassim,Small,Meat & Poultry,2852.64,50,57.05,Apple Pay,3.5
16-06-2025,Khamis Mushait,Asir,Small,,2121.74,50,42.43,Mada,3.0
10-04-2025,Abha Central,Asir,Small,Toys,2321.64,50,46.43,Cash,4.4
07-08-2024,Najran Central,Najran,Medium,Meat & Poultry,5616.99,51,110.14,Visa,4.1
08-03-2026,Buraidah Central,Qassim,Medium,Dairy,6092.92,76,80.17,Mada,2.9
19-01-2026,Al Bahah Central,Al Bahah,Small,Snacks & Confectionery,2269.5,50,45.39,Cash,
12-05-2024,Arar Central,Northern Borders,Small,Household,4060.99,50,,Mastercard,3.5
26-07-2025,Jeddah South,Makkah,Large,Baby Products,,143,101.41,Mada,3.8
13-01-2025,Hittin,Riyadh,XLarge,Electronics,22348.56,148,151.0,Mada,4.3
29-01-2024,Al Bahah Central,Al Bahah,Small,Fresh Produce,2296.84,50,45.94,Cash,3.6
17-10-2024,Dhahran,Eastern Province,XLarge,Snacks & Confectionery,14208.93,172,82.61,Cash,3.5
07-05-2025,Tabuk Central,Tabuk,Medium,Household,5464.39,63,86.74,Apple Pay,4.5
04-05-2026,Najran Central,Najran,Medium,Personal Care,5274.84,61,86.47,Visa,
01-06-2024,Hail Central,Hail,Small,Dairy,3179.06,50,63.58,Mastercard,3.7
31-01-2025,Tabuk Central,Tabuk,Medium,Meat & Poultry,6331.2,58,109.16,Tabby,4.3
18-06-2024,Al Malaz,Riyadh,Large,Personal Care,9997.83,117,85.45,Mastercard,3.4
21-10-2025,Hittin,Riyadh,,Fresh Produce,17590.74,204,86.23,Visa,4.5
07-02-2026,Al Aziziyah,Makkah,Large,Cleaning Supplies,11185.97,121,92.45,STC Pay,4.0
20-01-2024,Jeddah East,Makkah,Large,Bakery,10113.48,152,66.54,Apple Pay,3.7
13-09-2025,Unaizah,Qassim,Small,Personal Care,3167.73,50,63.35,STC Pay,3.5
23-03-2025,Qatif,Eastern Province,XLarge,Electronics,42023.41,326,128.91,Mada,4.9
21-06-2024,Unaizah,Qassim,Small,Fresh Produce,,50,,Mada,4.2
25-11-2025,Tabuk Central,Tabuk,Medium,Personal Care,4651.64,50,93.03,Cash,4.2
25-05-2024,Jubail,Eastern Province,Large,Dairy,11695.32,138,84.75,Apple Pay,3.9
23-02-2024,Hittin,Riyadh,XLarge,Frozen Foods,15691.4,184,85.28,Mada,4.0
02-10-2024,Hittin,Riyadh,XLarge,Beverages,12584.48,142,88.62,Mada,3.6
10-10-2025,Tabuk Central,Tabuk,Medium,Cleaning Supplies,4964.81,57,87.1,Tabby,3.7
07-11-2024,Makkah City,Makkah,Large,Beverages,11010.96,147,74.9,Visa,3.5
17-01-2025,Jeddah North,Makkah,XLarge,Fresh Produce,20594.01,,100.46,Tabby,4.5
02-01-2024,Riyadh East,Riyadh,Large,Baby Products,12258.01,122,100.48,Mastercard,3.7
01-01-2024,Jeddah South,Makkah,Large,Cleaning Supplies,5754.39,67,85.89,Mada,3.2
22-08-2025,Al Rawdah,Makkah,Large,Dairy,12362.2,,92.95,Visa,2.4
03-11-2024,Riyadh West,Riyadh,Large,Toys,12181.66,145,84.01,Mastercard,4.6
17-09-2025,Al Rawdah,Makkah,Large,Snacks & Confectionery,8848.08,124,71.36,STC Pay,3.8
09-02-2026,Al Anbariyah,Madinah,Large,Dairy,8134.35,108,75.32,Mada,4.0
17-01-2024,Qatif,Eastern Province,XLarge,Fresh Produce,19279.21,250,77.12,Visa,5.0
10-01-2024,Riyadh Central,Riyadh,Large,Meat & Poultry,12289.07,129,95.26,Mastercard,
05-07-2025,Riyadh West,Riyadh,Large,Snacks & Confectionery,9113.59,118,77.23,Mastercard,3.3
12-04-2026,Hafuf,Eastern Province,Medium,Personal Care,8182.41,82,99.79,Apple Pay,4.2
18-04-2025,Hittin,Riyadh,XLarge,Fresh Produce,23691.51,211,112.28,Mastercard,2.9
27-11-2025,Dammam Central,Eastern Province,Large,Meat & Poultry,16854.32,128,131.67,Visa,3.6
20-05-2025,Madinah Central,Madinah,Small,Electronics,3715.44,50,74.31,Mastercard,4.2
08-01-2024,Al Rawdah,Makkah,Large,,6626.95,77,86.06,Apple Pay,3.4
06-11-2025,Al Aziziyah,Makkah,Large,Clothing,16212.48,146,111.04,Mada,3.6
02-02-2026,Makkah City,Makkah,Large,Bakery,5259.8,72,73.05,Mada,3.1
18-05-2026,Al Aziziyah,Makkah,Large,Baby Products,11107.47,113,98.3,Visa,3.7
28-11-2025,Al Anbariyah,Madinah,Large,Beverages,13272.97,183,72.53,Visa,3.9
18-03-2025,Jubail,Eastern Province,Large,Meat & Poultry,20880.31,161,129.69,,3.8
05-01-2025,Al Bahah Central,Al Bahah,Small,Electronics,4258.66,50,85.17,Cash,
06-01-2024,Jubail,Eastern Province,Large,Meat & Poultry,15891.29,166,95.73,Apple Pay,3.6
07-12-2025,Madinah Central,Madinah,Small,Electronics,4899.12,50,,Mada,3.4
29-01-2024,Al Olaya,Riyadh,Large,Snacks & Confectionery,7833.09,99,,Visa,
10-05-2026,Qatif,Eastern Province,XLarge,Fresh Produce,18975.13,188,100.93,Mada,4.3
15-03-2024,Madinah North,Madinah,Large,Personal Care,22833.76,265,86.17,,
28-03-2024,Hittin,Riyadh,XLarge,Cleaning Supplies,29016.35,353,82.2,STC Pay,3.8
01-04-2026,Riyadh South,Riyadh,Large,Dairy,10010.0,131,76.41,Cash,3.1
26-07-2025,Riyadh South,Riyadh,Large,Snacks & Confectionery,9252.5,108,85.67,Visa,3.1
09-04-2025,Riyadh Central,Riyadh,Large,Snacks & Confectionery,9930.66,139,71.44,Visa,4.2
28-10-2025,Qatif,Eastern Province,XLarge,Frozen Foods,,229,89.88,Mada,4.1
30-08-2025,Riyadh West,Riyadh,Large,Fresh Produce,15946.45,182,87.62,Visa,4.0
29-12-2024,Al Anbariyah,Madinah,Large,Frozen Foods,14486.1,160,90.54,,3.8
21-08-2025,Dhahran,Eastern Province,XLarge,Baby Products,18757.6,196,95.7,Mada,3.9
05-03-2026,Unaizah,Qassim,Small,Beverages,1876.84,50,37.54,Mada,4.1
28-02-2024,Jeddah North,Makkah,XLarge,Snacks & Confectionery,11697.4,146,80.12,,3.9
19-07-2024,Hafuf,Eastern Province,Medium,Clothing,9395.95,71,132.34,Cash,4.0
06-09-2025,Arar Central,Northern Borders,Small,Snacks & Confectionery,3338.2,50,66.76,Mada,4.0
04-03-2025,Dhahran,Eastern Province,XLarge,Fresh Produce,22446.11,286,78.48,STC Pay,3.1
10-12-2025,Madinah Central,Madinah,Small,Personal Care,2298.58,50,45.97,Mastercard,3.6
06-04-2026,Qatif,Eastern Province,XLarge,Bakery,17702.78,206,,Tamara,3.9
22-07-2025,Riyadh North,Riyadh,Large,Dairy,6145.92,67,91.73,Visa,3.9
14-02-2024,Abha Central,Asir,Small,Fresh Produce,2500.8,50,50.02,Mada,3.6
01-07-2024,Madinah North,Madinah,Large,Fresh Produce,7043.34,70,100.62,Cash,4.0
23-01-2025,Makkah City,Makkah,Large,Cleaning Supplies,,109,83.65,Mada,3.4
07-11-2025,Abha Central,Asir,Small,Household,2847.93,50,56.96,Visa,3.7
29-12-2025,Al Wajh,Tabuk,Medium,Fresh Produce,4148.68,53,78.28,Apple Pay,3.9
21-11-2024,Abha Central,Asir,Small,Baby Products,3159.35,50,63.19,Cash,4.0
24-05-2026,Al Aziziyah,Makkah,Large,Frozen Foods,12734.29,134,95.03,Cash,4.0
21-08-2025,Al Jawf Central,Al Jawf,Small,Bakery,2233.16,50,44.66,Mada,2.8
20-06-2024,Riyadh West,Riyadh,Large,Frozen Foods,9039.04,108,83.69,Visa,3.4
30-12-2025,Jubail,Eastern Province,Large,Toys,10718.7,122,87.86,Mada,3.8
18-08-2025,Dammam Central,Eastern Province,Large,Cleaning Supplies,7131.63,94,75.87,Cash,3.9
09-02-2025,Madinah North,Madinah,Large,Beverages,9708.46,108,89.89,Mada,4.1
17-09-2024,Abha Central,Asir,Small,Fresh Produce,2223.52,50,44.47,Mada,3.3
08-06-2025,Arar Central,Northern Borders,Small,Beverages,2783.63,50,55.67,Mada,4.0
20-11-2024,Al Bahah Central,Al Bahah,Small,Electronics,3089.35,50,61.79,Mada,4.4
12-05-2026,Al Khobar,Eastern Province,Large,Household,10006.63,83,120.56,Mada,4.2
10-04-2024,Madinah Central,Madinah,Small,Meat & Poultry,2582.63,50,51.65,Mada,3.5
14-07-2024,Dammam Central,Eastern Province,,Baby Products,16033.03,183,87.61,Apple Pay,3.5
24-09-2024,Unaizah,Qassim,Small,Dairy,1416.81,50,28.34,Apple Pay,3.3
28-04-2025,Riyadh Central,Riyadh,Large,Baby Products,,155,,Apple Pay,4.0
20-08-2024,Madinah Central,Madinah,Small,Bakery,1919.18,50,38.38,Visa,3.2
14-12-2024,Arar Central,Northern Borders,Small,Dairy,3926.55,50,78.53,Apple Pay,3.5
02-08-2024,Tabuk Central,Tabuk,Medium,Snacks & Confectionery,5328.2,52,102.47,Cash,4.0
26-05-2025,Riyadh Central,Riyadh,Large,Snacks & Confectionery,9237.04,105,87.97,Mada,3.6
20-02-2026,Bisha,Asir,Medium,Household,7316.96,68,,Cash,4.0
04-12-2024,Jeddah North,Makkah,XLarge,Snacks & Confectionery,18034.96,256,,Visa,3.1
25-01-2025,Bisha,Asir,Medium,Meat & Poultry,7299.04,67,108.94,Mada,4.2
16-10-2025,Hail Central,Hail,Small,Fresh Produce,,50,59.47,Visa,3.9
26-04-2026,Riyadh East,Riyadh,Large,Beverages,16793.33,172,97.64,Cash,4.1
25-10-2024,Madinah Central,Madinah,Small,Electronics,4658.03,50,93.16,Visa,3.5
30-11-2024,Jeddah South,Makkah,Large,Meat & Poultry,23304.26,182,128.05,Cash,3.4
02-02-2025,Riyadh West,Riyadh,Large,Snacks & Confectionery,13725.45,142,96.66,Mada,3.7
17-04-2026,Al Wajh,Tabuk,Medium,Beverages,8025.57,98,81.89,STC Pay,3.4
09-10-2024,Arar Central,Northern Borders,Small,Baby Products,2278.04,50,45.56,Apple Pay,3.4
